22,acceldata,http://acceldata.io,N,https://github.com/orgs/acceldata-io/repositories,30,Y
28,Searchlight,https://www.searchlight.ai/,N,https://github.com/orgs/Searchlight/repositories,30,N
43,Neurosity,https://www.neurosity.co/,N,https://github.com/orgs/neurosity/repositories,30,N
45,Iterative.ai,https://iterative.ai,N,https://github.com/orgs/iterative/repositories,30,Y
62,Luxonis,https://www.luxonis.com,N,https://github.com/orgs/luxonis/repositories,30,Y
91,alwaysAI,http://www.alwaysai.co/,N,https://github.com/orgs/alwaysai/repositories,30,N
102,Cape Privacy,https://capeprivacy.com/,N,https://github.com/orgs/capeprivacy/repositories,30,N
112,Sorcero,http://www.sorcero.com,N,https://github.com/orgs/sorcero/repositories,30,Y
115,Dexai Robotics,https://www.dexai.com/,N,https://github.com/orgs/DexaiRobotics/repositories,30,Y
163,Apres,http://www.apres.io,N,https://github.com/orgs/Apress/repositories,30,N
235,Ai4,https://ai4.io,N,https://github.com/orgs/AI4Finance-Foundation/repositories,30,N
241,Auxon,https://auxon.io,N,https://github.com/orgs/auxoncorp/repositories,30,N
329,Riv,https://riv.co,N,https://github.com/orgs/rive-app/repositories,30,N
403,Hypergiant,http://hypergiant.com/,N,https://github.com/orgs/gohypergiant/repositories,30,Y
490,MLCommons,https://mlcommons.org/en/,N,https://github.com/orgs/mlcommons/repositories,30,N
566,Ampsight,https://www.ampsight.com,N,https://github.com/orgs/ampsight/repositories,30,N
608,Burt Intelligence,https://www.burtcorp.com,N,https://github.com/orgs/burtcorp/repositories,30,N
613,IoT/AI,https://iot.ai,N,https://github.com/orgs/NVIDIA-AI-IOT/repositories,30,N
747,Kibernetika.AI,https://kibernetika.ai/,N,https://github.com/orgs/kibernetika-ai//repositories,30,N
836,Method Data Science,http://www.methoddatascience.com,N,https://github.com/orgs/methoddatascience//repositories,30,Y
997,Symbl.ai,https://symbl.ai,N,https://github.com/orgs/symblai/repositories,30,Y
1005,Clockwork,https://clockwork.net,N,https://github.com/orgs/ClockworkNet/repositories,30,N
1014,Blitz App,https://blitz.gg/,N,https://github.com/orgs/theblitzapp/repositories,30,Y
1036,Merico,https://meri.co,N,https://github.com/orgs/merico-dev/repositories,30,N
1041,Pixie,https://pixielabs.ai/,N,https://github.com/orgs/pixielabs/repositories,30,N
1043,Scylla,https://scylla.ai,N,https://github.com/orgs/scylladb/repositories,30,N
1049,NimbleBox.ai,https://www.nimblebox.ai,N,https://github.com/orgs/NimbleBoxAI/repositories,30,N
1065,Streamlit,https://www.streamlit.io,N,https://github.com/orgs/streamlit/repositories,30,N
1184,Poppy AI,https://www.poppy.ai/,N,https://github.com/orgs/poppy-project//repositories,30,N
1312,Anyscale,https://anyscale.com,N,https://github.com/orgs/anyscale/repositories,30,Y
1318,OctoML,https://octoml.ai,N,https://github.com/orgs/octoml/repositories,30,Y
1324,CAST AI,https://www.cast.ai/,N,https://github.com/orgs/castai/repositories,30,Y
1328,Edge Impulse,https://www.edgeimpulse.com,N,https://github.com/orgs/edgeimpulse/repositories,30,Y
1337,Heartex,https://heartex.com/,N,https://github.com/orgs/heartexlabs/repositories,30,N
1354,Machina Labs,https://machinalabs.ai,N,https://github.com/orgs/Machinalabs//repositories,30,N
1387,Pactum,https://www.pactum.com/,N,https://github.com/orgs/pactum/repositories,30,N
1440,Saturn Cloud,https://www.saturncloud.io/,N,https://github.com/orgs/saturncloud/repositories,30,Y
1448,YData,https://ydata.ai,N,https://github.com/orgs/ydataai/repositories,30,Y
1476,Opora,https://www.opora.io/,N,https://github.com/orgs/OPORA/repositories,30,N
1517,Roboflow,https://roboflow.com/,N,https://github.com/orgs/Roboflow/repositories,30,Y
1534,Neu.ro Inc,https://neu.ro,N,https://github.com/orgs/neuro-inc/repositories,30,Y
1656,Watchout!AI,https://www.watchout.ai,N,https://github.com/orgs/watchout-tw/repositories,30,N
1765,SERP,https://serp.co,N,https://github.com/orgs/serpapi//repositories,30,N
1788,Persistence AI,https://www.persistence.ai/,N,https://github.com/orgs/persistenceOne/repositories,30,N
1984,Arrivu Technologies,https://www.arrivu.com,N,https://github.com/orgs/arrivu/repositories,30,N
1987,Tangible AI,http://www.tangibleai.com,N,https://github.com/orgs/tangibleai/repositories,30,Y
2000,Epik,http://www.epik.ai,N,https://github.com/orgs/EpiK-Protocol/repositories,30,N
2302,Modzy,https://www.modzy.com,N,https://github.com/orgs/modzy/repositories,30,Y
2313,Algoritmi Vision,https://plex.page/,N,https://github.com/orgs/plexinc/repositories,30,N
2391,Coiled,https://coiled.io/,N,https://github.com/orgs/coiled/repositories,30,Y
2468,Aftershoot,https://aftershoot.com,N,https://github.com/orgs/aftershootco/repositories,30,Y
2491,VESSL AI,https://vessl.ai/,N,https://github.com/orgs/vessl-ai/repositories,30,Y
2542,Precog Data,https://precog.com/,N,https://github.com/orgs/precog//repositories,30,Y
2585,Hammer Of The Gods,https://hotg.ai/,N,https://github.com/orgs/hotg-ai/repositories,30,N
